tweet_id,tweet_text,label,corrected_label,informative_content,confusing_cases
592339157877325825',RT @UNOCHA: (2/2) Heavy equipment for rubble removal; Helicopters for transport and access to blocked areas #NepalQuake http://t.co/pKZGpDD…,other_useful_information,rescue_volunteering_and_donation_effort,Helicopters for transport and access to blocked areas,
592960832041943041',"@nakhon224 #NepalEarthquake Need Humanitarian Aid, Rescue operation, Medical assistance",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Need Humanitarian Aid, Rescue operation, Medical assistance",
593119026890420225',RT @GURUGGANG: List of Urgent relief material required. Plz Help #NepalEarthquake #NepalQuakeRelief http://t.co/yJnS4ZKZBy,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,List of Urgent relief material required,
592344913691299842',RT @suhelseth: Delighted that RSS workers have reached Nepal to help. Now let's stop doubting either their nationalism or their spirit.,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,RSS workers have reached Nepal,
593374312222044160',No one has come': Nepal villagers wait for aid to flow beyond the capital | World news | The Guardian http://t.co/EG1m2ohhSG,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Nepal villagers wait for aid,
593062510955089920',RT @EmpowerGrid: Pls RT Our team in Nepal is working around the clock to provide assistance in the aftermath of the #NepalEarthquake https:…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Our team in Nepal is working around the clock to provide assistance,
593760928572657665',RT @NEoCOfficial: Helicopter Mobilization Detail(Today): 1 for Okhaldhunga; Purpose: Relief Material Distribution,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Relief Material Distribution,
592684424749305856',"Nepal Tragedy: Lenskart Botches, But Indian Telco’s &amp; Startups Extend Genuine Help! (Trakin) http://t.co/HH3mfOi6r2",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Indian Telco’s &amp; Startups Extend Genuine Help,
593811011305541632',"Announcing the CMX Summit Scholarship Program, Nepal Support, New Workshops and Parties http://t.co/zZNuBlEbWS via @CMXSummit",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Announcing the CMX Summit Scholarship Program, Nepal Support",
593585184190009344',This Tiny Baby in Nepal Was Miraculously Rescued from Rubble and Survived the Earthquake by@natashanoman http://t.co/ILCIrXHGBl via @MicNews,missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,This Tiny Baby in Nepal Was Miraculously Rescued,
593227960590577665',"[ITAR-TASS Eng] Russian rescue team arrives in Nepal: KATHMANDU, April 29. /TASS/. A team of rescuers and medi... http://t.co/sd67wE24Q9",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Russian rescue team arrives in Nepal,
592680034718130178',RT @iSupportNamo: Ramdev Baba will adopt 500 children Nepal who have lost their parents.. We thank Patanjali for their immense service.,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Ramdev Baba will adopt 500 children,
592673447903416320',Techbytes: Tech Giants Lend a Hand After Nepal Earthquake Disaster - ABC News http://t.co/qoDvhtF2fX #Technology,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Tech Giants Lend a Hand,
592824313646075904',#NZ Nepal earthquake: Race is on to rescue climbers from Everest before supplies run out http://t.co/rt2KPLuYkp #Herald,displaced_people_and_evacuations,rescue_volunteering_and_donation_effort,Race is on to rescue climbers,
593080695452471297',IsraAID - Emergency Relief for Earthquake Struck Nepal http://t.co/QiaOh8AzLv,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Emergency Relief,
593801162362523649',RT @SteepSkiing: Our good friends at @larkburger are donating 10% of revenue today to earthquake relief in Nepal. Go get an Ahi burger and …,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Our good friends at @larkburger are donating 10% of revenue today to earthquake relief,
592268965713354752',Raw: Man rescued from building in Nepal http://t.co/th00RMLYEO #news,missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,Man rescued,
598079215129337856',"RT @oxfamgb: We're in Nepal aiming to help 350,000 people hit by the earthquake, providing clean water, toilets &amp; shelter.  https://t.co/9q…",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"We're in Nepal aiming to help 350,000 people hit by the earthquake, providing clean water, toilets &amp; shelter",
592656633840402433',"Rescue team of Pakistan Army, highly specialized for rescue during natural disasters sent to Nepal #PakArmyReliefEfforts",donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,"Rescue team of Pakistan Army, highly specialized for rescue during natural disasters sent",
593832460745646080',RT @JustineGreening: UK will deploy 3 @RoyalAirForceUK Chinook helicopters to help supplies &amp; people travel quickly to and from #Nepal’s re…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,UK will deploy 3 @RoyalAirForceUK Chinook helicopters to help supplies,
593822120003547136',RT @pratyasharath: Beef Masala mus b relief material for the minority communities in Nepal. Sanghis wont let minorities eat in Nepal too. #…,other_useful_information,rescue_volunteering_and_donation_effort,Beef Masala mus b relief material for the minority communities in Nepal,
593828143774838785',"cnnbrk: U.S. forces rescued 30 people who were trapped in Nepal village after earthquake, U.S. ambas... http://t.co/MHVn8NGTZI #SriLanka",missing_trapped_or_found_people,rescue_volunteering_and_donation_effort,U.S. forces rescued 30 people,
592672313050537987',RT @Himalayan_HTUK: The Trust has set up an emergency appeal fund #HTUKEarthquakeAppeal http://t.co/7EC8KuXjI5 Please donate to help #Nepal…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,The Trust has set up an emergency appeal fund,
593184937047494657',RT @JohnKerry: Just announced U.S. Is providing an additional $9 million for #NepalEarthquake response and recovery efforts. #WeStandwithNe…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,U.S. Is providing an additional $9 million for #NepalEarthquake response and recovery efforts,
592168712087568384',RT @SkyNewsAust: #WATCH: Melbourne volunteer Jess Smith is caught up in the #NepalEarthquake and spoke to Sky News from Kathmandu. http://t…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Melbourne volunteer Jess Smith is caught up in the #NepalEarthquake,
592913382736400384',RT @eoiktmnp: Buses leaving for Gorakhpur carrying stranded Indians from Tilganga bridge near Kathmandu Intl Airport @MEAIndia http://t.co/…,displaced_people_and_evacuations,rescue_volunteering_and_donation_effort,Buses leaving for Gorakhpur,
593829889897140224',RT @AFPphoto: Rescuers from Japan are seen in the historical centre of Kathmandu. By @AFP's @philippe_lopez. #NepalEarthquake http://t.co/Q…,donation_needs_or_offers_or_volunteering_services,rescue_volunteering_and_donation_effort,Rescuers from Japan are seen in the historical centre,
597780713774022656',RT @BlindDaley: 3 million children are in danger after #NepalEarthquake. Join us in helping @Unicef_UK keep them safe. Donate here: http://…,donation_needs_or_offers_or_volunteering_services,affected_people_and_evacuations,3 million children are in danger,affected_people_and_evacuations
